05-29 14:16:07.641  1690  4287 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 2 task=Task{ea86e2b #1703 type=standard A=10289:com.whatsapp.w4b U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.whatsapp.w4b
05-29 22:11:44.835 31558 31864 I FileRequestHandler: result: code=404, msg=ERROR: No source found 2, url=local_resource://com.miui.player?data=1%257B%2522asmAlgorithmDetail%2522%253A%2522%2522%252C%2522asmAsh%2522%253A0%252C%2522asmESign%2522%253Afalse%252C%2522canCached%2522%253Afalse%252C%2522eventSource%2522%253A%2522%2522%252C%2522insCode%2522%253A%2522%2522%252C%2522isHidden%2522%253Afalse%252C%2522isLiveRadio%2522%253Afalse%252C%2522isMyMusic%2522%253Afalse%252C%2522isTrial%2522%253Afalse%252C%2522lineNumber%2522%253A-1%252C%2522sequence%2522%253A-1%252C%2522mCreatedDate%2522%253A%2522%2522%252C%2522duration%2522%253A5943%252C%2522ha_content_id%2522%253A0%252C%2522ha_content_type%2522%253A0%252C%2522ha_genre_id%2522%253A0%252C%2522ha_parent_content_id%2522%253A0%252C%2522ha_parent_content_type%2522%253A0%252C%2522ha_stream_type%2522%253A0%252C%2522hide_album%2522%253A0%252C%2522hide_lyric%2522%253A0%252C%2522sid%2522%253A%25220%2522%252C%2522modified%2522%253A1748545890%252C%2522name%2522%253A%2522evil%2522%252C%2522online_source%2522%253A0%252C%2522path%2522%253A%2522%252Fstorage%252Femulated%252F0%252FMusic%252Fevil.wav%2522%252C%2522play_count%2522%253A6%252C%2522recognize_state%2522%253A0%252C%2522size%2522%253A1048730%252C%2522source%2522%253A0%252C%2522state%2522%253A1%252C%2522unhide_tag%2522%253A0%252C%2522mVideoSource%2522%253A%2522%2522%252C%2522vip_flag%2522%253A0%252C%2522white_list%2522%253A0%252C%2522playPosition%2522%253A2%252C%2522play_type%2522%253A11024%252C%2522recallInfo%2522%253A%2522%2522%252C%2522requestId%2522%253A%2522%2522%252C%2522startTime%2522%253A0%252C%2522streamType%2522%253A0%252C%2522videoLikeCount%2522%253A%2522%2522%252C%2522videoTagList%2522%253A%255B%255D%257D%25241%252Cdf2%252C&width=0&height=0&localOnly=false&cache_in_local=true&extra=null
05-29 22:11:44.835 31558 31864 E FileRequestHandler: status code=404, url=local_resource://com.miui.player?data=1%257B%2522asmAlgorithmDetail%2522%253A%2522%2522%252C%2522asmAsh%2522%253A0%252C%2522asmESign%2522%253Afalse%252C%2522canCached%2522%253Afalse%252C%2522eventSource%2522%253A%2522%2522%252C%2522insCode%2522%253A%2522%2522%252C%2522isHidden%2522%253Afalse%252C%2522isLiveRadio%2522%253Afalse%252C%2522isMyMusic%2522%253Afalse%252C%2522isTrial%2522%253Afalse%252C%2522lineNumber%2522%253A-1%252C%2522sequence%2522%253A-1%252C%2522mCreatedDate%2522%253A%2522%2522%252C%2522duration%2522%253A5943%252C%2522ha_content_id%2522%253A0%252C%2522ha_content_type%2522%253A0%252C%2522ha_genre_id%2522%253A0%252C%2522ha_parent_content_id%2522%253A0%252C%2522ha_parent_content_type%2522%253A0%252C%2522ha_stream_type%2522%253A0%252C%2522hide_album%2522%253A0%252C%2522hide_lyric%2522%253A0%252C%2522sid%2522%253A%25220%2522%252C%2522modified%2522%253A1748545890%252C%2522name%2522%253A%2522evil%2522%252C%2522online_source%2522%253A0%252C%2522path%2522%253A%2522%252Fstorage%252Femulated%252F0%252FMusic%252Fevil.wav%2522%252C%2522play_count%2522%253A6%252C%2522recognize_state%2522%253A0%252C%2522size%2522%253A1048730%252C%2522source%2522%253A0%252C%2522state%2522%253A1%252C%2522unhide_tag%2522%253A0%252C%2522mVideoSource%2522%253A%2522%2522%252C%2522vip_flag%2522%253A0%252C%2522white_list%2522%253A0%252C%2522playPosition%2522%253A2%252C%2522play_type%2522%253A11024%252C%2522recallInfo%2522%253A%2522%2522%252C%2522requestId%2522%253A%2522%2522%252C%2522startTime%2522%253A0%252C%2522streamType%2522%253A0%252C%2522videoLikeCount%2522%253A%2522%2522%252C%2522videoTagList%2522%253A%255B%255D%257D%25241%252Cdf2%252C&width=0&height=0&localOnly=false&cache_in_local=true&extra=null
05-29 22:11:44.835 31558 31864 W CompositeRequestHandler: url=local_resource://com.miui.player?data=1%257B%2522asmAlgorithmDetail%2522%253A%2522%2522%252C%2522asmAsh%2522%253A0%252C%2522asmESign%2522%253Afalse%252C%2522canCached%2522%253Afalse%252C%2522eventSource%2522%253A%2522%2522%252C%2522insCode%2522%253A%2522%2522%252C%2522isHidden%2522%253Afalse%252C%2522isLiveRadio%2522%253Afalse%252C%2522isMyMusic%2522%253Afalse%252C%2522isTrial%2522%253Afalse%252C%2522lineNumber%2522%253A-1%252C%2522sequence%2522%253A-1%252C%2522mCreatedDate%2522%253A%2522%2522%252C%2522duration%2522%253A5943%252C%2522ha_content_id%2522%253A0%252C%2522ha_content_type%2522%253A0%252C%2522ha_genre_id%2522%253A0%252C%2522ha_parent_content_id%2522%253A0%252C%2522ha_parent_content_type%2522%253A0%252C%2522ha_stream_type%2522%253A0%252C%2522hide_album%2522%253A0%252C%2522hide_lyric%2522%253A0%252C%2522sid%2522%253A%25220%2522%252C%2522modified%2522%253A1748545890%252C%2522name%2522%253A%2522evil%2522%252C%2522online_source%2522%253A0%252C%2522path%2522%253A%2522%252Fstorage%252Femulated%252F0%252FMusic%252Fevil.wav%2522%252C%2522play_count%2522%253A6%252C%2522recognize_state%2522%253A0%252C%2522size%2522%253A1048730%252C%2522source%2522%253A0%252C%2522state%2522%253A1%252C%2522unhide_tag%2522%253A0%252C%2522mVideoSource%2522%253A%2522%2522%252C%2522vip_flag%2522%253A0%252C%2522white_list%2522%253A0%252C%2522playPosition%2522%253A2%252C%2522play_type%2522%253A11024%252C%2522recallInfo%2522%253A%2522%2522%252C%2522requestId%2522%253A%2522%2522%252C%2522startTime%2522%253A0%252C%2522streamType%2522%253A0%252C%2522videoLikeCount%2522%253A%2522%2522%252C%2522videoTagList%2522%253A%255B%255D%257D%25241%252Cdf2%252C&width=0&height=0&localOnly=false&cache_in_local=true&extra=null
05-29 22:11:44.835 31558 31864 W CompositeRequestHandler: java.io.IOException: status code=404, url=local_resource://com.miui.player?data=1%257B%2522asmAlgorithmDetail%2522%253A%2522%2522%252C%2522asmAsh%2522%253A0%252C%2522asmESign%2522%253Afalse%252C%2522canCached%2522%253Afalse%252C%2522eventSource%2522%253A%2522%2522%252C%2522insCode%2522%253A%2522%2522%252C%2522isHidden%2522%253Afalse%252C%2522isLiveRadio%2522%253Afalse%252C%2522isMyMusic%2522%253Afalse%252C%2522isTrial%2522%253Afalse%252C%2522lineNumber%2522%253A-1%252C%2522sequence%2522%253A-1%252C%2522mCreatedDate%2522%253A%2522%2522%252C%2522duration%2522%253A5943%252C%2522ha_content_id%2522%253A0%252C%2522ha_content_type%2522%253A0%252C%2522ha_genre_id%2522%253A0%252C%2522ha_parent_content_id%2522%253A0%252C%2522ha_parent_content_type%2522%253A0%252C%2522ha_stream_type%2522%253A0%252C%2522hide_album%2522%253A0%252C%2522hide_lyric%2522%253A0%252C%2522sid%2522%253A%25220%2522%252C%2522modified%2522%253A1748545890%252C%2522name%2522%253A%2522evil%2522%252C%2522online_source%2522%253A0%252C%2522path%2522%253A%2522%252Fstorage%252Femulated%252F0%252FMusic%252Fevil.wav%2522%252C%2522play_count%2522%253A6%252C%2522recognize_state%2522%253A0%252C%2522size%2522%253A1048730%252C%2522source%2522%253A0%252C%2522state%2522%253A1%252C%2522unhide_tag%2522%253A0%252C%2522mVideoSource%2522%253A%2522%2522%252C%2522vip_flag%2522%253A0%252C%2522white_list%2522%253A0%252C%2522playPosition%2522%253A2%252C%2522play_type%2522%253A11024%252C%2522recallInfo%2522%253A%2522%2522%252C%2522requestId%2522%253A%2522%2522%252C%2522startTime%2522%253A0%252C%2522streamType%2522%253A0%252C%2522videoLikeCount%2522%253A%2522%2522%252C%2522videoTagList%2522%253A%255B%255D%257D%25241%252Cdf2%252C&width=0&height=0&localOnly=false&cache_in_local=true&extra=null
05-29 22:11:44.850 31558 31863 I FileRequestHandler: result: code=404, msg=ERROR: No source found 2, url=local_resource://com.miui.player?data=2%257B%2522asmAlgorithmDetail%2522%253A%2522%2522%252C%2522asmAsh%2522%253A0%252C%2522asmESign%2522%253Afalse%252C%2522canCached%2522%253Afalse%252C%2522eventSource%2522%253A%2522%2522%252C%2522insCode%2522%253A%2522%2522%252C%2522isHidden%2522%253Afalse%252C%2522isLiveRadio%2522%253Afalse%252C%2522isMyMusic%2522%253Afalse%252C%2522isTrial%2522%253Afalse%252C%2522lineNumber%2522%253A-1%252C%2522sequence%2522%253A-1%252C%2522mCreatedDate%2522%253A%2522%2522%252C%2522duration%2522%253A5943%252C%2522ha_content_id%2522%253A0%252C%2522ha_content_type%2522%253A0%252C%2522ha_genre_id%2522%253A0%252C%2522ha_parent_content_id%2522%253A0%252C%2522ha_parent_content_type%2522%253A0%252C%2522ha_stream_type%2522%253A0%252C%2522hide_album%2522%253A0%252C%2522hide_lyric%2522%253A0%252C%2522sid%2522%253A%25220%2522%252C%2522modified%2522%253A1748545890%252C%2522name%2522%253A%2522evil%2522%252C%2522online_source%2522%253A0%252C%2522path%2522%253A%2522%252Fstorage%252Femulated%252F0%252FMusic%252Fevil.wav%2522%252C%2522play_count%2522%253A6%252C%2522recognize_state%2522%253A0%252C%2522size%2522%253A1048730%252C%2522source%2522%253A0%252C%2522state%2522%253A1%252C%2522unhide_tag%2522%253A0%252C%2522mVideoSource%2522%253A%2522%2522%252C%2522vip_flag%2522%253A0%252C%2522white_list%2522%253A0%252C%2522playPosition%2522%253A2%252C%2522play_type%2522%253A11024%252C%2522recallInfo%2522%253A%2522%2522%252C%2522requestId%2522%253A%2522%2522%252C%2522startTime%2522%253A0%252C%2522streamType%2522%253A0%252C%2522videoLikeCount%2522%253A%2522%2522%252C%2522videoTagList%2522%253A%255B%255D%257D%252Fstorage%252Femulated%252F0%252FAndroid%252Fdata%252Fcom.miui.player%252Ffiles%252Fmusic_private%252Flyric%252Fevil_.lrc%25241%252Cdf2%252C&width=0&height=0&localOnly=false&cache_in_local=true&extra=null
05-29 22:11:44.850 31558 31863 E FileRequestHandler: status code=404, url=local_resource://com.miui.player?data=2%257B%2522asmAlgorithmDetail%2522%253A%2522%2522%252C%2522asmAsh%2522%253A0%252C%2522asmESign%2522%253Afalse%252C%2522canCached%2522%253Afalse%252C%2522eventSource%2522%253A%2522%2522%252C%2522insCode%2522%253A%2522%2522%252C%2522isHidden%2522%253Afalse%252C%2522isLiveRadio%2522%253Afalse%252C%2522isMyMusic%2522%253Afalse%252C%2522isTrial%2522%253Afalse%252C%2522lineNumber%2522%253A-1%252C%2522sequence%2522%253A-1%252C%2522mCreatedDate%2522%253A%2522%2522%252C%2522duration%2522%253A5943%252C%2522ha_content_id%2522%253A0%252C%2522ha_content_type%2522%253A0%252C%2522ha_genre_id%2522%253A0%252C%2522ha_parent_content_id%2522%253A0%252C%2522ha_parent_content_type%2522%253A0%252C%2522ha_stream_type%2522%253A0%252C%2522hide_album%2522%253A0%252C%2522hide_lyric%2522%253A0%252C%2522sid%2522%253A%25220%2522%252C%2522modified%2522%253A1748545890%252C%2522name%2522%253A%2522evil%2522%252C%2522online_source%2522%253A0%252C%2522path%2522%253A%2522%252Fstorage%252Femulated%252F0%252FMusic%252Fevil.wav%2522%252C%2522play_count%2522%253A6%252C%2522recognize_state%2522%253A0%252C%2522size%2522%253A1048730%252C%2522source%2522%253A0%252C%2522state%2522%253A1%252C%2522unhide_tag%2522%253A0%252C%2522mVideoSource%2522%253A%2522%2522%252C%2522vip_flag%2522%253A0%252C%2522white_list%2522%253A0%252C%2522playPosition%2522%253A2%252C%2522play_type%2522%253A11024%252C%2522recallInfo%2522%253A%2522%2522%252C%2522requestId%2522%253A%2522%2522%252C%2522startTime%2522%253A0%252C%2522streamType%2522%253A0%252C%2522videoLikeCount%2522%253A%2522%2522%252C%2522videoTagList%2522%253A%255B%255D%257D%252Fstorage%252Femulated%252F0%252FAndroid%252Fdata%252Fcom.miui.player%252Ffiles%252Fmusic_private%252Flyric%252Fevil_.lrc%25241%252Cdf2%252C&width=0&height=0&localOnly=false&cache_in_local=true&extra=null
05-29 22:11:44.850 31558 31863 W CompositeRequestHandler: url=local_resource://com.miui.player?data=2%257B%2522asmAlgorithmDetail%2522%253A%2522%2522%252C%2522asmAsh%2522%253A0%252C%2522asmESign%2522%253Afalse%252C%2522canCached%2522%253Afalse%252C%2522eventSource%2522%253A%2522%2522%252C%2522insCode%2522%253A%2522%2522%252C%2522isHidden%2522%253Afalse%252C%2522isLiveRadio%2522%253Afalse%252C%2522isMyMusic%2522%253Afalse%252C%2522isTrial%2522%253Afalse%252C%2522lineNumber%2522%253A-1%252C%2522sequence%2522%253A-1%252C%2522mCreatedDate%2522%253A%2522%2522%252C%2522duration%2522%253A5943%252C%2522ha_content_id%2522%253A0%252C%2522ha_content_type%2522%253A0%252C%2522ha_genre_id%2522%253A0%252C%2522ha_parent_content_id%2522%253A0%252C%2522ha_parent_content_type%2522%253A0%252C%2522ha_stream_type%2522%253A0%252C%2522hide_album%2522%253A0%252C%2522hide_lyric%2522%253A0%252C%2522sid%2522%253A%25220%2522%252C%2522modified%2522%253A1748545890%252C%2522name%2522%253A%2522evil%2522%252C%2522online_source%2522%253A0%252C%2522path%2522%253A%2522%252Fstorage%252Femulated%252F0%252FMusic%252Fevil.wav%2522%252C%2522play_count%2522%253A6%252C%2522recognize_state%2522%253A0%252C%2522size%2522%253A1048730%252C%2522source%2522%253A0%252C%2522state%2522%253A1%252C%2522unhide_tag%2522%253A0%252C%2522mVideoSource%2522%253A%2522%2522%252C%2522vip_flag%2522%253A0%252C%2522white_list%2522%253A0%252C%2522playPosition%2522%253A2%252C%2522play_type%2522%253A11024%252C%2522recallInfo%2522%253A%2522%2522%252C%2522requestId%2522%253A%2522%2522%252C%2522startTime%2522%253A0%252C%2522streamType%2522%253A0%252C%2522videoLikeCount%2522%253A%2522%2522%252C%2522videoTagList%2522%253A%255B%255D%257D%252Fstorage%252Femulated%252F0%252FAndroid%252Fdata%252Fcom.miui.player%252Ffiles%252Fmusic_private%252Flyric%252Fevil_.lrc%25241%252Cdf2%252C&width=0&height=0&localOnly=false&cache_in_local=true&extra=null
05-29 22:11:44.850 31558 31863 W CompositeRequestHandler: java.io.IOException: status code=404, url=local_resource://com.miui.player?data=2%257B%2522asmAlgorithmDetail%2522%253A%2522%2522%252C%2522asmAsh%2522%253A0%252C%2522asmESign%2522%253Afalse%252C%2522canCached%2522%253Afalse%252C%2522eventSource%2522%253A%2522%2522%252C%2522insCode%2522%253A%2522%2522%252C%2522isHidden%2522%253Afalse%252C%2522isLiveRadio%2522%253Afalse%252C%2522isMyMusic%2522%253Afalse%252C%2522isTrial%2522%253Afalse%252C%2522lineNumber%2522%253A-1%252C%2522sequence%2522%253A-1%252C%2522mCreatedDate%2522%253A%2522%2522%252C%2522duration%2522%253A5943%252C%2522ha_content_id%2522%253A0%252C%2522ha_content_type%2522%253A0%252C%2522ha_genre_id%2522%253A0%252C%2522ha_parent_content_id%2522%253A0%252C%2522ha_parent_content_type%2522%253A0%252C%2522ha_stream_type%2522%253A0%252C%2522hide_album%2522%253A0%252C%2522hide_lyric%2522%253A0%252C%2522sid%2522%253A%25220%2522%252C%2522modified%2522%253A1748545890%252C%2522name%2522%253A%2522evil%2522%252C%2522online_source%2522%253A0%252C%2522path%2522%253A%2522%252Fstorage%252Femulated%252F0%252FMusic%252Fevil.wav%2522%252C%2522play_count%2522%253A6%252C%2522recognize_state%2522%253A0%252C%2522size%2522%253A1048730%252C%2522source%2522%253A0%252C%2522state%2522%253A1%252C%2522unhide_tag%2522%253A0%252C%2522mVideoSource%2522%253A%2522%2522%252C%2522vip_flag%2522%253A0%252C%2522white_list%2522%253A0%252C%2522playPosition%2522%253A2%252C%2522play_type%2522%253A11024%252C%2522recallInfo%2522%253A%2522%2522%252C%2522requestId%2522%253A%2522%2522%252C%2522startTime%2522%253A0%252C%2522streamType%2522%253A0%252C%2522videoLikeCount%2522%253A%2522%2522%252C%2522videoTagList%2522%253A%255B%255D%257D%252Fstorage%252Femulated%252F0%252FAndroid%252Fdata%252Fcom.miui.player%252Ffiles%252Fmusic_private%252Flyric%252Fevil_.lrc%25241%252Cdf2%252C&width=0&height=0&localOnly=false&cache_in_local=true&extra=null
05-29 22:11:44.892 31558 31558 I MusicPlayIconWidgetProvider:   onReceive com.miui.player.playstatechanged
05-29 22:11:44.895 31558 32250 D com.miui.player: reportAudiotrackParameters, playbackTime is 6, clientName is com.miui.player, usage is AUDIO_USAGE_MEDIA, flags is AUDIO_OUTPUT_FLAG_DEEP_BUFFER, channelMask is 3, format is AUDIO_FORMAT_PCM_16_BIT, sampleRate is 44100
05-29 22:11:44.895 31558 32250 D com.miui.player: send_audiotrack_parameter_to_xlog
05-29 22:11:44.938  1042  6412 D MiAudioPolicyManager: getPackageName: com.miui.player  uid 10154
05-29 22:11:44.941  1042  6412 I AudioFlinger: create audiotrack for com.miui.player  uid 10154
05-29 22:11:44.944  1042  6412 I AF::Track: isInWhiteList curPkgName com.miui.player  uid 10154
05-29 22:11:44.947 31558 31566 I AudioTrack: AudioTrack::setVolume L:1.000000 R:1.000000 and the pakage is com.miui.player
05-29 22:11:44.947 31558 32265 I AudioTrack: AudioTrack::setVolume L:1.000000 R:1.000000 and the pakage is com.miui.player
05-29 22:11:44.957 31558 31566 I AudioTrack: AudioTrack::setVolume L:1.000000 R:1.000000 and the pakage is com.miui.player
05-29 22:11:44.960  1042  6416 I AudioFlinger: create audiotrack for com.miui.player  uid 10154
05-29 22:11:44.970   888 29268 D audio_hw_primary: out_set_parameters: enter: usecase(0: deep-buffer-playback) kvpairs: appname=+com.miui.player
05-29 22:11:44.970   888 29268 D msm8974_platform: platform_set_parameters: audio_app_type 0, value=+com.miui.player
05-29 22:11:44.971  1042  1533 D APM_AudioPolicyManager: startOutput() output 29, stream 3, session 97921, appname com.miui.player, uid 10154
05-29 22:11:44.973 31558 32267 I AudioTrack: AudioTrack::setVolume L:1.000000 R:1.000000 and the pakage is com.miui.player
05-29 22:11:44.985 31558 31558 I System.out: State changed from com.miui.player.newplayer.PlayerState$InitStart@39562b4 to com.miui.player.newplayer.PlayerState$Prepared@e0d2750
05-29 22:11:44.988  1690  4315 I MediaFocusControl: requestAudioFocus() from uid/pid 10154/31558 AA=USAGE_MEDIA/CONTENT_TYPE_MUSIC clientId=android.media.AudioManager@fb0e0e4com.miui.player.newplayer.manager.module.a@72d694d callingPack=com.miui.player req=1 flags=0x1 sdk=35
05-29 22:11:44.989 31558 31558 I System.out: State changed from com.miui.player.newplayer.PlayerState$Prepared@e0d2750 to com.miui.player.newplayer.PlayerState$Playing@13fb36f
05-29 22:11:45.023 31558 31558 I MusicPlayIconWidgetProvider:   onReceive com.miui.player.playstatechanged
05-29 22:11:45.092   888 29268 D audio_hw_primary: out_set_parameters: enter: usecase(0: deep-buffer-playback) kvpairs: appname=-com.miui.player
05-29 22:11:45.092   888 29268 D msm8974_platform: platform_set_parameters: audio_app_type 0, value=-com.miui.player
05-29 22:11:45.121 25101 25101 D NotificationProvider: call method=canShowFocus extras=Bundle[{package=com.miui.player}]
05-29 22:11:45.122 25101 25101 D NotificationProvider: call method=canShowFocus extras=Bundle[{package=com.miui.player}]
05-29 22:11:45.354 25101 25101 D NotificationProvider: call method=canShowFocus extras=Bundle[{package=com.miui.player}]
05-29 22:11:45.354 25101 25101 D NotificationProvider: call method=canShowFocus extras=Bundle[{package=com.miui.player}]
05-29 22:11:45.402 25101 25101 D NotificationProvider: call method=canShowFocus extras=Bundle[{package=com.miui.player}]
05-29 22:11:50.952 31558 31558 I System.out: State changed from com.miui.player.newplayer.PlayerState$Playing@13fb36f to com.miui.player.newplayer.PlayerState$Stop@e06895a
05-29 22:11:50.954 31558 31558 I System.out: State changed from com.miui.player.newplayer.PlayerState$Stop@e06895a to com.miui.player.newplayer.PlayerState$Stop@e06895a
05-29 22:11:50.988 31558 31558 I System.out: State changed from com.miui.player.newplayer.PlayerState$Stop@e06895a to com.miui.player.newplayer.PlayerState$PrepareStart@d9c79a1
05-29 22:11:50.990 31558 31856 I System.out: State changed from com.miui.player.newplayer.PlayerState$PrepareStart@d9c79a1 to com.miui.player.newplayer.PlayerState$InitStart@39562b4
05-29 22:11:50.991 31558 31558 I System.out: State changed from com.miui.player.newplayer.PlayerState$InitStart@39562b4 to com.miui.player.newplayer.PlayerState$Stop@e06895a
05-29 22:11:50.996 31558 31864 I FileRequestHandler: result: code=404, msg=ERROR: No source found 2, url=local_resource://com.miui.player?data=1%257B%2522asmAlgorithmDetail%2522%253A%2522%2522%252C%2522asmAsh%2522%253A0%252C%2522asmESign%2522%253Afalse%252C%2522canCached%2522%253Afalse%252C%2522eventSource%2522%253A%2522%2522%252C%2522insCode%2522%253A%2522%2522%252C%2522isHidden%2522%253Afalse%252C%2522isLiveRadio%2522%253Afalse%252C%2522isMyMusic%2522%253Afalse%252C%2522isTrial%2522%253Afalse%252C%2522lineNumber%2522%253A-1%252C%2522sequence%2522%253A-1%252C%2522mCreatedDate%2522%253A%2522%2522%252C%2522duration%2522%253A5943%252C%2522ha_content_id%2522%253A0%252C%2522ha_content_type%2522%253A0%252C%2522ha_genre_id%2522%253A0%252C%2522ha_parent_content_id%2522%253A0%252C%2522ha_parent_content_type%2522%253A0%252C%2522ha_stream_type%2522%253A0%252C%2522hide_album%2522%253A0%252C%2522hide_lyric%2522%253A0%252C%2522sid%2522%253A%25220%2522%252C%2522modified%2522%253A1748545890%252C%2522name%2522%253A%2522evil%2522%252C%2522online_source%2522%253A0%252C%2522path%2522%253A%2522%252Fstorage%252Femulated%252F0%252FMusic%252Fevil.wav%2522%252C%2522play_count%2522%253A6%252C%2522recognize_state%2522%253A0%252C%2522size%2522%253A1048730%252C%2522source%2522%253A0%252C%2522state%2522%253A1%252C%2522unhide_tag%2522%253A0%252C%2522mVideoSource%2522%253A%2522%2522%252C%2522vip_flag%2522%253A0%252C%2522white_list%2522%253A0%252C%2522playPosition%2522%253A2%252C%2522play_type%2522%253A11024%252C%2522recallInfo%2522%253A%2522%2522%252C%2522requestId%2522%253A%2522%2522%252C%2522startTime%2522%253A0%252C%2522streamType%2522%253A0%252C%2522videoLikeCount%2522%253A%2522%2522%252C%2522videoTagList%2522%253A%255B%255D%257D%25241%252Cdf2%252C&width=0&height=0&localOnly=false&cache_in_local=true&extra=null
